fips_code,county_name,state_code,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,social_vulnerability_index,svi_category,ability_to_handle_a_covid,cvac_category
30029,"Flathead County, Montana",MT,0.2461,0.291,0.1669,0.09,Very Low Vulnerability,0.1,Very Low Concern
29039,"Cedar County, Missouri",MO,0.1576,0.218,0.0958,0.64,High Vulnerability,0.61,High Concern
30039,"Granite County, Montana",MT,0.2268,0.2694,0.1537,0.08,Very Low Vulnerability,0.17,Very Low Concern
29049,"Clinton County, Missouri",MO,0.1441,0.2003,0.0858,0.16,Very Low Vulnerability,0.41,Moderate Concern
29141,"Morgan County, Missouri",MO,0.1544,0.2185,0.094,0.63,High Vulnerability,0.85,Very High Concern
30083,"Richland County, Montana",MT,0.2639,0.3131,0.1799,0.21,Low Vulnerability,0.33,Low Concern
29113,"Lincoln County, Missouri",MO,0.1539,0.2112,0.0923,0.29,Low Vulnerability,0.64,High Concern
29077,"Greene County, Missouri",MO,0.1441,0.2041,0.0858,0.44,Moderate Vulnerability,0.61,High Concern
29103,"Knox County, Missouri",MO,0.1464,0.2059,0.0878,0.56,Moderate Vulnerability,0.78,High Concern
29079,"Grundy County, Missouri",MO,0.1482,0.2059,0.09,0.62,High Vulnerability,0.87,Very High Concern
29133,"Mississippi County, Missouri",MO,0.1675,0.2408,0.1018,0.91,Very High Vulnerability,0.93,Very High Concern
29057,"Dade County, Missouri",MO,0.1576,0.218,0.0958,0.66,High Vulnerability,0.7,High Concern
30019,"Daniels County, Montana",MT,0.2639,0.3131,0.1799,0.02,Very Low Vulnerability,0.25,Low Concern
30049,"Lewis and Clark County, Montana",MT,0.2268,0.2694,0.1537,0.13,Very Low Vulnerability,0.06,Very Low Concern
29069,"Dunklin County, Missouri",MO,0.1675,0.2408,0.1018,0.96,Very High Vulnerability,0.87,Very High Concern
29121,"Macon County, Missouri",MO,0.1464,0.2059,0.0878,0.59,Moderate Vulnerability,0.76,High Concern
29217,"Vernon County, Missouri",MO,0.1576,0.218,0.0958,0.45,Moderate Vulnerability,0.73,High Concern
29143,"New Madrid County, Missouri",MO,0.1675,0.2408,0.1018,0.9,Very High Vulnerability,0.92,Very High Concern
29185,"St. Clair County, Missouri",MO,0.1576,0.218,0.0958,0.5,Moderate Vulnerability,0.78,High Concern
29087,"Holt County, Missouri",MO,0.1482,0.2059,0.09,0.2,Very Low Vulnerability,0.6,High Concern
30011,"Carter County, Montana",MT,0.2639,0.3131,0.1799,0.05,Very Low Vulnerability,0.39,Low Concern
30041,"Hill County, Montana",MT,0.267,0.3233,0.1824,0.7,High Vulnerability,0.32,Low Concern
26007,"Alpena County, Michigan",MI,0.0976,0.1717,0.06,0.34,Low Vulnerability,0.31,Low Concern
25001,"Barnstable County, Massachusetts",MA,0.0431,0.0612,0.0312,0.06,Very Low Vulnerability,0.0,Very Low Concern
24029,"Kent County, Maryland",MD,0.0753,0.107,0.0399,0.43,Moderate Vulnerability,0.22,Low Concern
26143,"Roscommon County, Michigan",MI,0.1033,0.1808,0.0645,0.46,Moderate Vulnerability,0.37,Low Concern
27007,"Beltrami County, Minnesota",MN,0.0892,0.1377,0.0476,0.78,High Vulnerability,0.52,Moderate Concern
27071,"Koochiching County, Minnesota",MN,0.0796,0.1208,0.043,0.44,Moderate Vulnerability,0.51,Moderate Concern
24041,"Talbot County, Maryland",MD,0.0753,0.107,0.0399,0.13,Very Low Vulnerability,0.02,Very Low Concern
27061,"Itasca County, Minnesota",MN,0.0806,0.1218,0.0438,0.33,Low Vulnerability,0.3,Low Concern
25009,"Essex County, Massachusetts",MA,0.045,0.0669,0.033,0.51,Moderate Vulnerability,0.03,Very Low Concern
26165,"Wexford County, Michigan",MI,0.1025,0.1774,0.063,0.5,Moderate Vulnerability,0.38,Low Concern
27051,"Grant County, Minnesota",MN,0.0719,0.1093,0.0385,0.09,Very Low Vulnerability,0.12,Very Low Concern
27021,"Cass County, Minnesota",MN,0.0806,0.1218,0.0438,0.35,Low Vulnerability,0.44,Moderate Concern
26101,"Manistee County, Michigan",MI,0.0882,0.153,0.0537,0.4,Low Vulnerability,0.34,Low Concern
27023,"Chippewa County, Minnesota",MN,0.0798,0.1233,0.0432,0.35,Low Vulnerability,0.31,Low Concern
26155,"Shiawassee County, Michigan",MI,0.0954,0.1651,0.0584,0.13,Very Low Vulnerability,0.26,Low Concern
24001,"Allegany County, Maryland",MD,0.0996,0.1447,0.0538,0.62,High Vulnerability,0.31,Low Concern
26071,"Iron County, Michigan",MI,0.095,0.169,0.0584,0.28,Low Vulnerability,0.5,Moderate Concern
24013,"Carroll County, Maryland",MD,0.0691,0.0951,0.0366,0.04,Very Low Vulnerability,0.06,Very Low Concern
26157,"Tuscola County, Michigan",MI,0.108,0.1903,0.067,0.4,Low Vulnerability,0.5,Moderate Concern
25007,"Dukes County, Massachusetts",MA,0.0425,0.0603,0.031,0.01,Very Low Vulnerability,0.01,Very Low Concern
26063,"Huron County, Michigan",MI,0.108,0.1903,0.067,0.27,Low Vulnerability,0.37,Low Concern
27031,"Cook County, Minnesota",MN,0.0796,0.1208,0.043,0.2,Low Vulnerability,0.19,Very Low Concern
25017,"Middlesex County, Massachusetts",MA,0.0402,0.0588,0.0294,0.23,Low Vulnerability,0.02,Very Low Concern
27069,"Kittson County, Minnesota",MN,0.0762,0.1179,0.0411,0.1,Very Low Vulnerability,0.33,Low Concern
24019,"Dorchester County, Maryland",MD,0.0753,0.107,0.0399,0.75,High Vulnerability,0.25,Low Concern
27039,"Dodge County, Minnesota",MN,0.0772,0.1199,0.0413,0.06,Very Low Vulnerability,0.2,Low Concern
26141,"Presque Isle County, Michigan",MI,0.0976,0.1717,0.06,0.28,Low Vulnerability,0.33,Low Concern
27005,"Becker County, Minnesota",MN,0.0892,0.1377,0.0476,0.3,Low Vulnerability,0.22,Low Concern
26077,"Kalamazoo County, Michigan",MI,0.0952,0.1711,0.0583,0.41,Moderate Vulnerability,0.2,Very Low Concern
24027,"Howard County, Maryland",MD,0.0473,0.0681,0.0249,0.13,Very Low Vulnerability,0.03,Very Low Concern
27015,"Brown County, Minnesota",MN,0.0798,0.1233,0.0432,0.13,Very Low Vulnerability,0.05,Very Low Concern
27025,"Chisago County, Minnesota",MN,0.0888,0.1322,0.0484,0.06,Very Low Vulnerability,0.34,Low Concern
26069,"Iosco County, Michigan",MI,0.1033,0.1808,0.0645,0.45,Moderate Vulnerability,0.41,Moderate Concern
27013,"Blue Earth County, Minnesota",MN,0.0738,0.1164,0.0389,0.28,Low Vulnerability,0.3,Low Concern
24003,"Anne Arundel County, Maryland",MD,0.0674,0.0956,0.0358,0.18,Very Low Vulnerability,0.06,Very Low Concern
25015,"Hampshire County, Massachusetts",MA,0.0465,0.0695,0.0339,0.23,Low Vulnerability,0.02,Very Low Concern
25019,"Nantucket County, Massachusetts",MA,0.0425,0.0603,0.031,0.03,Very Low Vulnerability,0.01,Very Low Concern
27053,"Hennepin County, Minnesota",MN,0.0619,0.0953,0.033,0.31,Low Vulnerability,0.2,Low Concern
24035,"Queen Anne's County, Maryland",MD,0.0753,0.107,0.0399,0.02,Very Low Vulnerability,0.07,Very Low Concern
27055,"Houston County, Minnesota",MN,0.0755,0.1161,0.0404,0.02,Very Low Vulnerability,0.19,Very Low Concern
26159,"Van Buren County, Michigan",MI,0.099,0.1737,0.0608,0.66,High Vulnerability,0.47,Moderate Concern
26065,"Ingham County, Michigan",MI,0.0879,0.1648,0.0529,0.57,Moderate Vulnerability,0.31,Low Concern
24025,"Harford County, Maryland",MD,0.0706,0.0996,0.0368,0.09,Very Low Vulnerability,0.05,Very Low Concern
27045,"Fillmore County, Minnesota",MN,0.0755,0.1161,0.0404,0.22,Low Vulnerability,0.49,Moderate Concern
26021,"Berrien County, Michigan",MI,0.0941,0.1696,0.0578,0.65,High Vulnerability,0.37,Low Concern
26095,"Luce County, Michigan",MI,0.1087,0.1903,0.0665,0.53,Moderate Vulnerability,0.51,Moderate Concern
26149,"St. Joseph County, Michigan",MI,0.111,0.1931,0.0696,0.65,High Vulnerability,0.59,Moderate Concern
26075,"Jackson County, Michigan",MI,0.1067,0.1881,0.0661,0.55,Moderate Vulnerability,0.32,Low Concern
24015,"Cecil County, Maryland",MD,0.0822,0.1179,0.0432,0.29,Low Vulnerability,0.16,Very Low Concern
27037,"Dakota County, Minnesota",MN,0.0661,0.0993,0.0352,0.12,Very Low Vulnerability,0.24,Low Concern
26105,"Mason County, Michigan",MI,0.1047,0.1816,0.0644,0.34,Low Vulnerability,0.41,Moderate Concern
27067,"Kandiyohi County, Minnesota",MN,0.0801,0.1216,0.0433,0.41,Moderate Vulnerability,0.22,Low Concern
26139,"Ottawa County, Michigan",MI,0.084,0.1488,0.0514,0.22,Low Vulnerability,0.19,Very Low Concern
27017,"Carlton County, Minnesota",MN,0.0806,0.1217,0.0438,0.27,Low Vulnerability,0.26,Low Concern
27027,"Clay County, Minnesota",MN,0.0762,0.1179,0.0411,0.22,Low Vulnerability,0.4,Low Concern
24005,"Baltimore County, Maryland",MD,0.0672,0.0988,0.0352,0.38,Low Vulnerability,0.08,Very Low Concern
26083,"Keweenaw County, Michigan",MI,0.095,0.169,0.0584,0.08,Very Low Vulnerability,0.44,Moderate Concern
25021,"Norfolk County, Massachusetts",MA,0.038,0.0552,0.0281,0.21,Low Vulnerability,0.01,Very Low Concern
26147,"St. Clair County, Michigan",MI,0.0933,0.1629,0.0575,0.28,Low Vulnerability,0.42,Moderate Concern
27003,"Anoka County, Minnesota",MN,0.0729,0.1097,0.0392,0.14,Very Low Vulnerability,0.23,Low Concern
27047,"Freeborn County, Minnesota",MN,0.0772,0.1199,0.0413,0.43,Moderate Vulnerability,0.41,Moderate Concern
26019,"Benzie County, Michigan",MI,0.0882,0.153,0.0537,0.11,Very Low Vulnerability,0.1,Very Low Concern
24037,"St. Mary's County, Maryland",MD,0.0794,0.1123,0.0425,0.21,Low Vulnerability,0.14,Very Low Concern
27057,"Hubbard County, Minnesota",MN,0.0892,0.1377,0.0476,0.21,Low Vulnerability,0.42,Moderate Concern
26113,"Missaukee County, Michigan",MI,0.1025,0.1774,0.063,0.48,Moderate Vulnerability,0.46,Moderate Concern
26023,"Branch County, Michigan",MI,0.111,0.1931,0.0696,0.63,High Vulnerability,0.63,High Concern
26057,"Gratiot County, Michigan",MI,0.1102,0.1983,0.0688,0.6,High Vulnerability,0.43,Moderate Concern
24033,"Prince George's County, Maryland",MD,0.0676,0.104,0.0353,0.63,High Vulnerability,0.36,Low Concern
27011,"Big Stone County, Minnesota",MN,0.0719,0.1093,0.0385,0.2,Low Vulnerability,0.26,Low Concern
25013,"Hampden County, Massachusetts",MA,0.052,0.0811,0.0373,0.82,Very High Vulnerability,0.11,Very Low Concern
27065,"Kanabec County, Minnesota",MN,0.0888,0.1322,0.0484,0.28,Low Vulnerability,0.39,Low Concern
24023,"Garrett County, Maryland",MD,0.0996,0.1447,0.0538,0.18,Very Low Vulnerability,0.27,Low Concern
26067,"Ionia County, Michigan",MI,0.1125,0.1974,0.0699,0.48,Moderate Vulnerability,0.56,Moderate Concern
27043,"Faribault County, Minnesota",MN,0.0788,0.1211,0.0428,0.16,Very Low Vulnerability,0.4,Moderate Concern
26009,"Antrim County, Michigan",MI,0.1025,0.1774,0.063,0.12,Very Low Vulnerability,0.23,Low Concern
26121,"Muskegon County, Michigan",MI,0.111,0.1954,0.067,0.7,High Vulnerability,0.24,Low Concern
26097,"Mackinac County, Michigan",MI,0.1087,0.1903,0.0665,0.65,High Vulnerability,0.58,Moderate Concern
26131,"Ontonagon County, Michigan",MI,0.095,0.169,0.0584,0.27,Low Vulnerability,0.54,Moderate Concern
25003,"Berkshire County, Massachusetts",MA,0.05,0.0751,0.0359,0.41,Moderate Vulnerability,0.05,Very Low Concern
26151,"Sanilac County, Michigan",MI,0.108,0.1903,0.067,0.48,Moderate Vulnerability,0.68,High Concern
27035,"Crow Wing County, Minnesota",MN,0.0813,0.1237,0.0438,0.12,Very Low Vulnerability,0.17,Very Low Concern
24017,"Charles County, Maryland",MD,0.07,0.103,0.0369,0.17,Very Low Vulnerability,0.14,Very Low Concern
26073,"Isabella County, Michigan",MI,0.1102,0.1983,0.0688,0.6,High Vulnerability,0.69,High Concern
26161,"Washtenaw County, Michigan",MI,0.0708,0.1284,0.0432,0.22,Low Vulnerability,0.18,Very Low Concern
27059,"Isanti County, Minnesota",MN,0.0888,0.1322,0.0484,0.1,Very Low Vulnerability,0.25,Low Concern
25023,"Plymouth County, Massachusetts",MA,0.0489,0.0715,0.0361,0.23,Low Vulnerability,0.01,Very Low Concern
27049,"Goodhue County, Minnesota",MN,0.0793,0.1201,0.0431,0.17,Very Low Vulnerability,0.14,Very Low Concern
25011,"Franklin County, Massachusetts",MA,0.0488,0.0755,0.0357,0.21,Low Vulnerability,0.05,Very Low Concern
26025,"Calhoun County, Michigan",MI,0.0962,0.1711,0.0593,0.72,High Vulnerability,0.32,Low Concern
24039,"Somerset County, Maryland",MD,0.0861,0.1282,0.0457,0.9,Very High Vulnerability,0.49,Moderate Concern
26137,"Otsego County, Michigan",MI,0.0976,0.1717,0.06,0.37,Low Vulnerability,0.21,Low Concern
24009,"Calvert County, Maryland",MD,0.0794,0.1123,0.0425,0.05,Very Low Vulnerability,0.08,Very Low Concern
27009,"Benton County, Minnesota",MN,0.0862,0.1287,0.0463,0.43,Moderate Vulnerability,0.28,Low Concern
27029,"Clearwater County, Minnesota",MN,0.0892,0.1377,0.0476,0.79,High Vulnerability,0.71,High Concern
26111,"Midland County, Michigan",MI,0.0932,0.1634,0.0571,0.16,Very Low Vulnerability,0.16,Very Low Concern
27019,"Carver County, Minnesota",MN,0.0603,0.0871,0.0324,0.01,Very Low Vulnerability,0.28,Low Concern
24031,"Montgomery County, Maryland",MD,0.0526,0.0767,0.0276,0.33,Low Vulnerability,0.09,Very Low Concern
26059,"Hillsdale County, Michigan",MI,0.1073,0.1892,0.0668,0.5,Moderate Vulnerability,0.66,High Concern
26047,"Emmet County, Michigan",MI,0.1025,0.1774,0.063,0.14,Very Low Vulnerability,0.16,Very Low Concern
26103,"Marquette County, Michigan",MI,0.095,0.169,0.0584,0.31,Low Vulnerability,0.16,Very Low Concern
26145,"Saginaw County, Michigan",MI,0.0941,0.172,0.0578,0.7,High Vulnerability,0.28,Low Concern
27001,"Aitkin County, Minnesota",MN,0.0806,0.1218,0.0438,0.31,Low Vulnerability,0.38,Low Concern
26089,"Leelanau County, Michigan",MI,0.0882,0.153,0.0537,0.02,Very Low Vulnerability,0.18,Very Low Concern
26123,"Newaygo County, Michigan",MI,0.1047,0.1816,0.0644,0.63,High Vulnerability,0.33,Low Concern
27121,"Pope County, Minnesota",MN,0.0719,0.1093,0.0385,0.03,Very Low Vulnerability,0.34,Low Concern
27147,"Steele County, Minnesota",MN,0.0772,0.1199,0.0413,0.3,Low Vulnerability,0.17,Very Low Concern
27123,"Ramsey County, Minnesota",MN,0.0674,0.1078,0.036,0.63,High Vulnerability,0.27,Low Concern
28003,"Alcorn County, Mississippi",MS,0.1959,0.3031,0.1357,0.7,High Vulnerability,0.75,High Concern
27101,"Murray County, Minnesota",MN,0.0788,0.1211,0.0428,0.11,Very Low Vulnerability,0.16,Very Low Concern
28119,"Quitman County, Mississippi",MS,0.1857,0.3014,0.1262,0.95,Very High Vulnerability,0.99,Very High Concern
28149,"Warren County, Mississippi",MS,0.1665,0.2663,0.1133,0.86,Very High Vulnerability,0.92,Very High Concern
27113,"Pennington County, Minnesota",MN,0.0762,0.1179,0.0411,0.3,Low Vulnerability,0.27,Low Concern
27165,"Watonwan County, Minnesota",MN,0.0788,0.1211,0.0428,0.52,Moderate Vulnerability,0.5,Moderate Concern
28085,"Lincoln County, Mississippi",MS,0.1752,0.281,0.1211,0.76,High Vulnerability,0.86,Very High Concern
28013,"Calhoun County, Mississippi",MS,0.1761,0.2802,0.1194,0.96,Very High Vulnerability,0.98,Very High Concern
28055,"Issaquena County, Mississippi",MS,0.1913,0.3145,0.1334,0.95,Very High Vulnerability,0.99,Very High Concern
27131,"Rice County, Minnesota",MN,0.0793,0.1201,0.0431,0.39,Low Vulnerability,0.43,Moderate Concern
28111,"Perry County, Mississippi",MS,0.1836,0.2909,0.1256,0.71,High Vulnerability,0.93,Very High Concern
28141,"Tishomingo County, Mississippi",MS,0.1959,0.3031,0.1357,0.67,High Vulnerability,0.83,Very High Concern
28067,"Jones County, Mississippi",MS,0.193,0.3016,0.1349,0.89,Very High Vulnerability,0.85,Very High Concern
28021,"Claiborne County, Mississippi",MS,0.1752,0.281,0.1211,0.99,Very High Vulnerability,0.96,Very High Concern
28163,"Yazoo County, Mississippi",MS,0.1651,0.2599,0.1105,1.0,Very High Vulnerability,0.97,Very High Concern
28077,"Lawrence County, Mississippi",MS,0.1752,0.281,0.1211,0.66,High Vulnerability,0.97,Very High Concern
29001,"Adair County, Missouri",MO,0.1464,0.2059,0.0878,0.45,Moderate Vulnerability,0.66,High Concern
28131,"Stone County, Mississippi",MS,0.1913,0.2899,0.131,0.6,High Vulnerability,0.89,Very High Concern
27075,"Lake County, Minnesota",MN,0.0796,0.1208,0.043,0.11,Very Low Vulnerability,0.18,Very Low Concern
28047,"Harrison County, Mississippi",MS,0.1799,0.2854,0.121,0.88,Very High Vulnerability,0.8,Very High Concern
27085,"McLeod County, Minnesota",MN,0.0801,0.1216,0.0433,0.13,Very Low Vulnerability,0.28,Low Concern
28019,"Choctaw County, Mississippi",MS,0.168,0.2764,0.1146,0.85,Very High Vulnerability,0.95,Very High Concern
28133,"Sunflower County, Mississippi",MS,0.1913,0.3145,0.1334,0.95,Very High Vulnerability,0.96,Very High Concern
28069,"Kemper County, Mississippi",MS,0.1916,0.3008,0.1318,0.93,Very High Vulnerability,0.99,Very High Concern
28103,"Noxubee County, Mississippi",MS,0.168,0.2764,0.1146,0.99,Very High Vulnerability,0.96,Very High Concern
27129,"Renville County, Minnesota",MN,0.0801,0.1216,0.0433,0.2,Very Low Vulnerability,0.56,Moderate Concern
27149,"Stevens County, Minnesota",MN,0.0719,0.1093,0.0385,0.23,Low Vulnerability,0.48,Moderate Concern
28039,"George County, Mississippi",MS,0.1913,0.2899,0.131,0.61,High Vulnerability,0.94,Very High Concern
27115,"Pine County, Minnesota",MN,0.0888,0.1322,0.0484,0.46,Moderate Vulnerability,0.54,Moderate Concern
29009,"Barry County, Missouri",MO,0.143,0.1978,0.0863,0.71,High Vulnerability,0.84,Very High Concern
27139,"Scott County, Minnesota",MN,0.0626,0.0929,0.0342,0.11,Very Low Vulnerability,0.33,Low Concern
28083,"Leflore County, Mississippi",MS,0.189,0.307,0.1309,0.97,Very High Vulnerability,0.96,Very High Concern
28029,"Copiah County, Mississippi",MS,0.1665,0.2663,0.1133,0.94,Very High Vulnerability,0.97,Very High Concern
28093,"Marshall County, Mississippi",MS,0.1959,0.3031,0.1357,0.69,High Vulnerability,0.9,Very High Concern
27091,"Martin County, Minnesota",MN,0.0788,0.1211,0.0428,0.19,Very Low Vulnerability,0.17,Very Low Concern
28005,"Amite County, Mississippi",MS,0.1752,0.281,0.1211,0.82,Very High Vulnerability,0.95,Very High Concern
29017,"Bollinger County, Missouri",MO,0.1434,0.2029,0.0858,0.48,Moderate Vulnerability,0.75,High Concern
28117,"Prentiss County, Mississippi",MS,0.1959,0.3031,0.1357,0.85,Very High Vulnerability,0.88,Very High Concern
28147,"Walthall County, Mississippi",MS,0.1752,0.281,0.1211,0.86,Very High Vulnerability,0.98,Very High Concern
28053,"Humphreys County, Mississippi",MS,0.1913,0.3145,0.1334,0.94,Very High Vulnerability,0.99,Very High Concern
28091,"Marion County, Mississippi",MS,0.1836,0.2909,0.1256,0.94,Very High Vulnerability,0.95,Very High Concern
27099,"Mower County, Minnesota",MN,0.0772,0.1199,0.0413,0.63,High Vulnerability,0.41,Moderate Concern
28157,"Wilkinson County, Mississippi",MS,0.1752,0.281,0.1211,0.92,Very High Vulnerability,0.99,Very High Concern
27155,"Traverse County, Minnesota",MN,0.0719,0.1093,0.0385,0.26,Low Vulnerability,0.34,Low Concern
29003,"Andrew County, Missouri",MO,0.1545,0.2142,0.0922,0.03,Very Low Vulnerability,0.47,Moderate Concern
28045,"Hancock County, Mississippi",MS,0.1913,0.2899,0.131,0.59,Moderate Vulnerability,0.88,Very High Concern
28155,"Webster County, Mississippi",MS,0.168,0.2764,0.1146,0.6,Moderate Vulnerability,0.92,Very High Concern
28109,"Pearl River County, Mississippi",MS,0.1913,0.2899,0.131,0.71,High Vulnerability,0.78,High Concern
27077,"Lake of the Woods County, Minnesota",MN,0.0892,0.1377,0.0476,0.16,Very Low Vulnerability,0.4,Low Concern
27137,"St. Louis County, Minnesota",MN,0.0736,0.113,0.0391,0.31,Low Vulnerability,0.26,Low Concern
27141,"Sherburne County, Minnesota",MN,0.0862,0.1287,0.0463,0.09,Very Low Vulnerability,0.35,Low Concern
27163,"Washington County, Minnesota",MN,0.0635,0.0937,0.0342,0.07,Very Low Vulnerability,0.09,Very Low Concern
28027,"Coahoma County, Mississippi",MS,0.1857,0.3014,0.1262,0.93,Very High Vulnerability,0.94,Very High Concern
27107,"Norman County, Minnesota",MN,0.0762,0.1179,0.0411,0.32,Low Vulnerability,0.36,Low Concern
27117,"Pipestone County, Minnesota",MN,0.0788,0.1211,0.0428,0.46,Moderate Vulnerability,0.31,Low Concern
27161,"Waseca County, Minnesota",MN,0.0738,0.1164,0.0389,0.25,Low Vulnerability,0.37,Low Concern
28017,"Chickasaw County, Mississippi",MS,0.1761,0.2802,0.1194,0.91,Very High Vulnerability,0.9,Very High Concern
28135,"Tallahatchie County, Mississippi",MS,0.1857,0.3014,0.1262,0.97,Very High Vulnerability,1.0,Very High Concern
27127,"Redwood County, Minnesota",MN,0.0798,0.1233,0.0432,0.23,Low Vulnerability,0.36,Low Concern
28041,"Greene County, Mississippi",MS,0.193,0.3016,0.1349,0.61,High Vulnerability,0.94,Very High Concern
27097,"Morrison County, Minnesota",MN,0.0813,0.1237,0.0438,0.27,Low Vulnerability,0.53,Moderate Concern
28007,"Attala County, Mississippi",MS,0.189,0.307,0.1309,0.98,Very High Vulnerability,0.81,Very High Concern
29023,"Butler County, Missouri",MO,0.1666,0.2322,0.101,0.82,Very High Vulnerability,0.75,High Concern
27171,"Wright County, Minnesota",MN,0.0753,0.1102,0.0405,0.05,Very Low Vulnerability,0.35,Low Concern
28071,"Lafayette County, Mississippi",MS,0.1761,0.2802,0.1194,0.51,Moderate Vulnerability,0.56,Moderate Concern
28125,"Sharkey County, Mississippi",MS,0.1913,0.3145,0.1334,0.97,Very High Vulnerability,0.96,Very High Concern
28061,"Jasper County, Mississippi",MS,0.1916,0.3008,0.1318,0.77,High Vulnerability,0.95,Very High Concern
28051,"Holmes County, Mississippi",MS,0.189,0.307,0.1309,0.98,Very High Vulnerability,0.95,Very High Concern
27087,"Mahnomen County, Minnesota",MN,0.0892,0.1377,0.0476,0.87,Very High Vulnerability,0.86,Very High Concern
27151,"Swift County, Minnesota",MN,0.0719,0.1093,0.0385,0.32,Low Vulnerability,0.39,Low Concern
28095,"Monroe County, Mississippi",MS,0.1761,0.2802,0.1194,0.64,High Vulnerability,0.87,Very High Concern
28105,"Oktibbeha County, Mississippi",MS,0.168,0.2764,0.1146,0.64,High Vulnerability,0.87,Very High Concern
29015,"Benton County, Missouri",MO,0.1567,0.2204,0.0948,0.55,Moderate Vulnerability,0.84,Very High Concern
28081,"Lee County, Mississippi",MS,0.1825,0.2818,0.1251,0.8,High Vulnerability,0.68,High Concern
28031,"Covington County, Mississippi",MS,0.193,0.3016,0.1349,0.79,High Vulnerability,0.81,Very High Concern
28115,"Pontotoc County, Mississippi",MS,0.1825,0.2818,0.1251,0.9,Very High Vulnerability,0.95,Very High Concern
28159,"Winston County, Mississippi",MS,0.168,0.2764,0.1146,0.93,Very High Vulnerability,0.93,Very High Concern
29005,"Atchison County, Missouri",MO,0.1482,0.2059,0.09,0.07,Very Low Vulnerability,0.59,Moderate Concern
27079,"Le Sueur County, Minnesota",MN,0.0793,0.1201,0.0431,0.11,Very Low Vulnerability,0.4,Moderate Concern
28059,"Jackson County, Mississippi",MS,0.1719,0.2672,0.1159,0.54,Moderate Vulnerability,0.76,High Concern
27143,"Sibley County, Minnesota",MN,0.0801,0.1216,0.0433,0.13,Very Low Vulnerability,0.46,Moderate Concern
28123,"Scott County, Mississippi",MS,0.1916,0.3008,0.1318,0.99,Very High Vulnerability,1.0,Very High Concern
28145,"Union County, Mississippi",MS,0.1825,0.2818,0.1251,0.83,Very High Vulnerability,0.79,High Concern
29025,"Caldwell County, Missouri",MO,0.1441,0.2003,0.0858,0.45,Moderate Vulnerability,0.78,High Concern
27169,"Winona County, Minnesota",MN,0.0755,0.1161,0.0404,0.21,Low Vulnerability,0.34,Low Concern
28025,"Clay County, Mississippi",MS,0.168,0.2764,0.1146,0.71,High Vulnerability,0.89,Very High Concern
27109,"Olmsted County, Minnesota",MN,0.0596,0.0901,0.0317,0.26,Low Vulnerability,0.13,Very Low Concern
28089,"Madison County, Mississippi",MS,0.162,0.2583,0.1083,0.29,Low Vulnerability,0.38,Low Concern
27173,"Yellow Medicine County, Minnesota",MN,0.0798,0.1233,0.0432,0.33,Low Vulnerability,0.22,Low Concern
28033,"DeSoto County, Mississippi",MS,0.1665,0.2607,0.1124,0.3,Low Vulnerability,0.53,Moderate Concern
27105,"Nobles County, Minnesota",MN,0.0788,0.1211,0.0428,0.81,Very High Vulnerability,0.61,High Concern
28153,"Wayne County, Mississippi",MS,0.193,0.3016,0.1349,0.9,Very High Vulnerability,0.95,Very High Concern
27135,"Roseau County, Minnesota",MN,0.0762,0.1179,0.0411,0.25,Low Vulnerability,0.48,Moderate Concern
27095,"Mille Lacs County, Minnesota",MN,0.0888,0.1322,0.0484,0.59,Moderate Vulnerability,0.63,High Concern
28043,"Grenada County, Mississippi",MS,0.189,0.307,0.1309,0.88,Very High Vulnerability,0.78,High Concern
29021,"Buchanan County, Missouri",MO,0.1545,0.2142,0.0922,0.72,High Vulnerability,0.7,High Concern
27159,"Wadena County, Minnesota",MN,0.0813,0.1237,0.0438,0.66,High Vulnerability,0.58,Moderate Concern
28097,"Montgomery County, Mississippi",MS,0.189,0.307,0.1309,0.89,Very High Vulnerability,0.91,Very High Concern
28073,"Lamar County, Mississippi",MS,0.1836,0.2909,0.1256,0.53,Moderate Vulnerability,0.62,High Concern
28107,"Panola County, Mississippi",MS,0.1857,0.3014,0.1262,0.89,Very High Vulnerability,0.9,Very High Concern
27153,"Todd County, Minnesota",MN,0.0813,0.1237,0.0438,0.48,Moderate Vulnerability,0.49,Moderate Concern
27125,"Red Lake County, Minnesota",MN,0.0762,0.1179,0.0411,0.15,Very Low Vulnerability,0.45,Moderate Concern
28009,"Benton County, Mississippi",MS,0.1959,0.3031,0.1357,0.66,High Vulnerability,0.88,Very High Concern
28127,"Simpson County, Mississippi",MS,0.175,0.2671,0.1189,0.91,Very High Vulnerability,0.9,Very High Concern
29013,"Bates County, Missouri",MO,0.1425,0.1941,0.0845,0.39,Low Vulnerability,0.72,High Concern
27119,"Polk County, Minnesota",MN,0.0762,0.1179,0.0411,0.37,Low Vulnerability,0.27,Low Concern
27089,"Marshall County, Minnesota",MN,0.0762,0.1179,0.0411,0.14,Very Low Vulnerability,0.31,Low Concern
28049,"Hinds County, Mississippi",MS,0.1644,0.274,0.1102,0.87,Very High Vulnerability,0.77,High Concern
28137,"Tate County, Mississippi",MS,0.1857,0.3014,0.1262,0.87,Very High Vulnerability,0.91,Very High Concern
28015,"Carroll County, Mississippi",MS,0.189,0.307,0.1309,0.63,High Vulnerability,0.88,Very High Concern
